Portfolio,Weights,Volatility,Sharpe Ratio,AAPL,MSFT,GOOGL,AMZN,TSLA
Portfolio 133,"[0.9126850531958615, 1.968191415893825e-10, 0.04385360213842776, 6.0860132079426975e-05, 2.784988125152115e-07]",0.14445340284389338,0.07108646418080881,0.9126850531958615,1.968191415893825e-10,0.04385360213842776,6.0860132079426975e-05,2.784988125152115e-07
Portfolio 134,"[0.9195203172634755, 1.110933090409173e-06, 0.17834333131683577, 6.141378379528857e-06, 2.651810143198429e-06]",0.1446032691709621,0.07122249275357988,0.9195203172634755,1.110933090409173e-06,0.17834333131683577,6.141378379528857e-06,2.651810143198429e-06
Portfolio 135,"[0.8188244623935423, 7.27302560654189e-05, 0.8298389354044775, 6.867138799124457e-06, 1.208944781189134e-07]",0.14481680742239292,0.07140516886811508,0.8188244623935423,7.27302560654189e-05,0.8298389354044775,6.867138799124457e-06,1.208944781189134e-07
Portfolio 136,"[0.5686300288808883, 2.9074548796470968e-06, 0.29065827268086597, 2.4286537734463263e-07, 3.507895945827169e-06]",0.1447552977388229,0.07135666309627439,0.5686300288808883,2.9074548796470968e-06,0.29065827268086597,2.4286537734463263e-07,3.507895945827169e-06
Portfolio 137,"[0.6041038254231531, 4.701706008779004e-05, 0.07367743353394321, 6.661629195590688e-05, 5.152267274789114e-07]",0.14453923109039263,0.07116450662851204,0.6041038254231531,4.701706008779004e-05,0.07367743353394321,6.661629195590688e-05,5.152267274789114e-07
Portfolio 138,"[0.9778559975306469, 7.268799822198407e-06, 0.04089218789278726, 1.0539081958825308e-06, 3.2149010471200606e-07]",0.14444498252742416,0.07107882249716717,0.9778559975306469,7.268799822198407e-06,0.04089218789278726,1.0539081958825308e-06,3.2149010471200606e-07
Portfolio 139,"[0.5049829730399767, 3.434004981559952e-06, 0.3386970063014684, 3.908503182854877e-08, 6.992391493742811e-06]",0.1447881432519553,0.07138408819241526,0.5049829730399767,3.434004981559952e-06,0.3386970063014684,3.908503182854877e-08,6.992391493742811e-06
Portfolio 140,"[0.9008814063340214, 4.260709820805459e-05, 0.30958466247121297, 1.2022311849515674e-05, 3.841039368736279e-09]",0.14469510617582437,0.07130431953011174,0.9008814063340214,4.260709820805459e-05,0.30958466247121297,1.2022311849515674e-05,3.841039368736279e-09
Portfolio 141,"[0.7831964667675717, 2.0453106981783894e-05, 0.02992766745853015, 2.697387647309033e-07, 1.5988904253814462e-05]",0.1444401231683204,0.0710743459873968,0.7831964667675717,2.0453106981783894e-05,0.02992766745853015,2.697387647309033e-07,1.5988904253814462e-05
Portfolio 142,"[0.9391544524945187, 2.482513600976599e-07, 0.08644574837124512, 2.2292818320682303e-06, 1.909828610897058e-07]",0.14450707033534435,0.07113545260678053,0.9391544524945187,2.482513600976599e-07,0.08644574837124512,2.2292818320682303e-06,1.909828610897058e-07
Portfolio 143,"[0.9936102939634068, 7.569473938990236e-07, 0.14800313954995664, 1.5268047029331408e-05, 1.1206210882035837e-07]",0.14456504607888984,0.07118802059713708,0.9936102939634068,7.569473938990236e-07,0.14800313954995664,1.5268047029331408e-05,1.1206210882035837e-07
Portfolio 144,"[0.9508184025401896, 8.128077969301535e-06, 0.09269384370557632, 0.0002176493816127626, 4.44489099922934e-07]",0.14451342560266672,0.07114102558152498,0.9508184025401896,8.128077969301535e-06,0.09269384370557632,0.0002176493816127626,4.44489099922934e-07
Portfolio 145,"[0.5983395880516279, 8.063808855619067e-06, 0.21242739870687782, 1.0456054197473328e-05, 1.0510140202314674e-06]",0.14470033343382682,0.07130893818303488,0.5983395880516279,8.063808855619067e-06,0.21242739870687782,1.0456054197473328e-05,1.0510140202314674e-06
Portfolio 146,"[0.780743895714393, 8.771112827993545e-06, 0.13341361426381, 9.696101321242486e-08, 1.7778303154634915e-07]",0.14458442385369474,0.07120552155165259,0.780743895714393,8.771112827993545e-06,0.13341361426381,9.696101321242486e-08,1.7778303154634915e-07
Portfolio 147,"[0.5584508690298613, 8.098856908242473e-06, 0.3317279167837876, 1.2257199895099498e-05, 1.0705994893976406e-06]",0.14477461986079834,0.07137295204672822,0.5584508690298613,8.098856908242473e-06,0.3317279167837876,1.2257199895099498e-05,1.0705994893976406e-06
Portfolio 148,"[0.8490924743242241, 4.634984091898238e-05, 0.02992766745853015, 1.426164947009579e-07, 7.117982564305614e-07]",0.14443604701730692,0.07107061083875545,0.8490924743242241,4.634984091898238e-05,0.02992766745853015,1.426164947009579e-07,7.117982564305614e-07
Portfolio 149,"[0.9128286979301832, 3.993104004021799e-07, 0.0076701822565136, 5.26051427617941e-05, 4.79789834617171e-06]",0.14439685941844171,0.07103469716084548,0.9128286979301832,3.993104004021799e-07,0.0076701822565136,5.26051427617941e-05,4.79789834617171e-06
Portfolio 150,"[0.8261611292003387, 9.87079637608694e-05, 0.03758253325908385, 2.0037072627716244e-06, 6.912549809443519e-07]",0.1444500976062992,0.0710834028470315,0.8261611292003387,9.87079637608694e-05,0.03758253325908385,2.0037072627716244e-06,6.912549809443519e-07
Portfolio 151,"[0.9308654884325036, 2.482513600976599e-07, 0.08644574837124512, 1.1389469110616088e-06, 1.909828610897058e-07]",0.14450799068020015,0.07113629071731149,0.9308654884325036,2.482513600976599e-07,0.08644574837124512,1.1389469110616088e-06,1.909828610897058e-07
Portfolio 152,"[0.5701944958835657, 4.679281171214178e-05, 0.07211190828570453, 2.946148000155589e-06, 1.0368459786996497e-08]",0.1445436359888642,0.07116858740537702,0.5701944958835657,4.679281171214178e-05,0.07211190828570453,2.946148000155589e-06,1.0368459786996497e-08
Portfolio 153,"[0.9055048408118261, 4.469711067795495e-05, 0.04557109812173403, 1.340424615264103e-07, 2.389858071370885e-07]",0.1444563879911268,0.07108921183928262,0.9055048408118261,4.469711067795495e-05,0.04557109812173403,1.340424615264103e-07,2.389858071370885e-07
Portfolio 154,"[0.9009199891599664, 3.3167243771315033e-06, 0.21844097181794242, 1.6390571706498458e-05, 3.190322164124806e-06]",0.14463831011146114,0.07125390338091438,0.9009199891599664,3.3167243771315033e-06,0.21844097181794242,1.6390571706498458e-05,3.190322164124806e-06
Portfolio 155,"[0.9185741578777303, 1.2978956940737856e-07, 0.09057243925763392, 7.201685446845112e-05, 8.812641802776063e-06]",0.14451446899170414,0.07114210544207678,0.9185741578777303,1.2978956940737856e-07,0.09057243925763392,7.201685446845112e-05,8.812641802776063e-06
Portfolio 156,"[0.8626947127204885, 2.6005175519593874e-06, 0.04492914482324939, 0.0002126274448071082, 4.387020001507303e-06]",0.14445895262848382,0.07109136206272568,0.8626947127204885,2.6005175519593874e-06,0.04492914482324939,0.0002126274448071082,4.387020001507303e-06
Portfolio 157,"[0.9225054192356661, 5.840381156061464e-06, 0.11040072213427132, 4.637656761785822e-06, 3.9926312143038727e-07]",0.14453669658147889,0.07116235436266774,0.9225054192356661,5.840381156061464e-06,0.11040072213427132,4.637656761785822e-06,3.9926312143038727e-07
Portfolio 158,"[0.9433329423669167, 3.8201795646414655e-07, 0.1418701407315095, 1.2764621149162635e-05, 1.390003152465485e-07]",0.14456636087308702,0.07118921086418077,0.9433329423669167,3.8201795646414655e-07,0.1418701407315095,1.2764621149162635e-05,1.390003152465485e-07
Portfolio 159,"[0.5032985353557148, 2.391460582025728e-06, 0.12334973512367495, 1.6153969481368018e-05, 5.8928850071004465e-06]",0.14464005966612659,0.0712554497093145,0.5032985353557148,2.391460582025728e-06,0.12334973512367495,1.6153969481368018e-05,5.8928850071004465e-06
Portfolio 160,"[0.9836123622019912, 1.35559559509839e-05, 0.39327961906372216, 2.5746040084404546e-06, 3.219697190895031e-07]",0.14471914875324304,0.07132543583120422,0.9836123622019912,1.35559559509839e-05,0.39327961906372216,2.5746040084404546e-06,3.219697190895031e-07
Portfolio 161,"[0.6380397563548246, 1.1187885933914544e-07, 0.3895487203256777, 6.07678610460544e-06, 5.37248508765749e-07]",0.14477783665182958,0.07137564015429917,0.6380397563548246,1.1187885933914544e-07,0.3895487203256777,6.07678610460544e-06,5.37248508765749e-07
Portfolio 162,"[0.9302644837846842, 8.403691325137328e-06, 0.12237052923585351, 1.365174706367047e-05, 1.4287925043285273e-07]",0.1445485578289723,0.0711730946692905,0.9302644837846842,8.403691325137328e-06,0.12237052923585351,1.365174706367047e-05,1.4287925043285273e-07
Portfolio 163,"[0.8032810174384516, 8.128077969301535e-06, 0.09269384370557632, 1.1883819191088629e-07, 1.4151658076460208e-07]",0.14453229755625085,0.07115836533632783,0.8032810174384516,8.128077969301535e-06,0.09269384370557632,1.1883819191088629e-07,1.4151658076460208e-07
Portfolio 164,"[0.6049273045927803, 1.2394082113258864e-06, 0.293451818700335, 6.398487775165084e-05, 2.580548138027096e-07]",0.14474806824411712,0.07135041921091369,0.6049273045927803,1.2394082113258864e-06,0.293451818700335,6.398487775165084e-05,2.580548138027096e-07
Portfolio 165,"[0.8252645360908378, 6.948335268427177e-07, 0.09704055456928568, 4.0907789734938394e-05, 6.442406679832391e-07]",0.14453460487918152,0.0711604227096964,0.8252645360908378,6.948335268427177e-07,0.09704055456928568,4.0907789734938394e-05,6.442406679832391e-07
Portfolio 166,"[0.9137413576149573, 2.2945919806149617e-06, 0.01143889608588866, 3.0152466710363233e-06, 2.267251571566502e-06]",0.1444030455156445,0.07104042362017941,0.9137413576149573,2.2945919806149617e-06,0.01143889608588866,3.0152466710363233e-06,2.267251571566502e-06
Portfolio 167,"[0.9207467653779595, 1.786200755077887e-05, 0.01322918965671427, 2.799358895344171e-05, 5.65215524714159e-07]",0.14440589719291505,0.07104299937010386,0.9207467653779595,1.786200755077887e-05,0.01322918965671427,2.799358895344171e-05,5.65215524714159e-07
Portfolio 168,"[0.792406931435237, 8.07852083721725e-06, 0.38345303854825374, 1.584460041744607e-05, 5.968396411482893e-06]",0.1447476772405777,0.07135012845109799,0.792406931435237,8.07852083721725e-06,0.38345303854825374,1.584460041744607e-05,5.968396411482893e-06
Portfolio 169,"[0.8035518889893114, 6.943339773788742e-05, 0.06371856322993115, 2.8281054746844237e-05, 1.2004530225051245e-06]",0.14449253809730578,0.07112212545876433,0.8035518889893114,6.943339773788742e-05,0.06371856322993115,2.8281054746844237e-05,1.2004530225051245e-06
Portfolio 170,"[0.9925181778911041, 0.00020848398551250288, 0.056344947966917344, 1.4877105436985938e-06, 8.987079485909379e-09]",0.14446498397410654,0.07109692802607642,0.9925181778911041,0.00020848398551250288,0.056344947966917344,1.4877105436985938e-06,8.987079485909379e-09
Portfolio 171,"[0.9127114571210693, 0.00010029786458658125, 0.14947732399572078, 3.3775221981022505e-06, 3.1307885665340814e-06]",0.1445784277152582,0.07120003355727157,0.9127114571210693,0.00010029786458658125,0.14947732399572078,3.3775221981022505e-06,3.1307885665340814e-06
Portfolio 172,"[0.6437532892382225, 3.6923990935857288e-06, 0.3754027240974297, 2.6614623812698627e-06, 4.240054670921717e-06]",0.1447723775138649,0.07137109243010235,0.6437532892382225,3.6923990935857288e-06,0.3754027240974297,2.6614623812698627e-06,4.240054670921717e-06
Portfolio 173,"[0.8432948601381409, 4.9454505577366455e-05, 0.01638860197827506, 6.953405987526694e-05, 4.9059036844864825e-06]",0.14441357858112833,0.07104995187481888,0.8432948601381409,4.9454505577366455e-05,0.01638860197827506,6.953405987526694e-05,4.9059036844864825e-06
Portfolio 174,"[0.9049575020006587, 4.342634073473831e-06, 0.05882505411155396, 0.00016601496571177812, 7.525684773067429e-07]",0.14447530813598317,0.07110635245158675,0.9049575020006587,4.342634073473831e-06,0.05882505411155396,0.00016601496571177812,7.525684773067429e-07
Portfolio 175,"[0.9179390365387078, 5.632822444535452e-06, 0.6407960126080071, 1.4513855830457587e-06, 8.09866441868023e-06]",0.1447921387967205,0.07138730847572548,0.9179390365387078,5.632822444535452e-06,0.6407960126080071,1.4513855830457587e-06,8.09866441868023e-06
Portfolio 176,"[0.6541993434206648, 4.546675532601823e-05, 0.2788468611383474, 3.932756446249666e-06, 2.368861785537722e-07]",0.1447290335209083,0.07133400702864733,0.6541993434206648,4.546675532601823e-05,0.2788468611383474,3.932756446249666e-06,2.368861785537722e-07
Portfolio 177,"[0.9247364186713949, 4.745708676054862e-05, 0.0652469427528087, 1.4927096250834588e-07, 9.609765671657444e-05]",0.14448210468186895,0.07111258980395738,0.9247364186713949,4.745708676054862e-05,0.0652469427528087,1.4927096250834588e-07,9.609765671657444e-05
Portfolio 178,"[0.6557723140049841, 1.7714682870365865e-07, 0.28385464465699756, 2.6034848884359373e-06, 2.2995355736599246e-07]",0.1447313097288989,0.07133602432307966,0.6557723140049841,1.7714682870365865e-07,0.28385464465699756,2.6034848884359373e-06,2.2995355736599246e-07
Portfolio 179,"[0.6329878825731523, 1.2695971116267045e-05, 0.0236658841055939, 1.2769667481879379e-07, 1.3226643329672905e-07]",0.1444389508559097,0.07107329693422912,0.6329878825731523,1.2695971116267045e-05,0.0236658841055939,1.2769667481879379e-07,1.3226643329672905e-07
Portfolio 180,"[0.9049575020006587, 7.760946833988335e-07, 0.06076426690591358, 0.0001698387699172188, 1.916930007259473e-06]",0.14447796158236756,0.07110877108149453,0.9049575020006587,7.760946833988335e-07,0.06076426690591358,0.0001698387699172188,1.916930007259473e-06
Portfolio 181,"[0.9308780573369057, 2.482513600976599e-07, 0.08831951215067217, 2.2292818320682303e-06, 1.909828610897058e-07]",0.14451024281408875,0.07113833780241714,0.9308780573369057,2.482513600976599e-07,0.08831951215067217,2.2292818320682303e-06,1.909828610897058e-07
Portfolio 182,"[0.8931318856999841, 8.292333296932758e-08, 0.3914574974502261, 6.351870271190758e-07, 1.0157495552076202e-05]",0.14473319391642828,0.07133765304838721,0.8931318856999841,8.292333296932758e-08,0.3914574974502261,6.351870271190758e-07,1.0157495552076202e-05
Portfolio 183,"[0.8005875011395358, 1.3510981908965158e-07, 0.005684655303704385, 4.820977433841198e-06, 7.677990689563249e-07]",0.14439476897270148,0.07103283332375812,0.8005875011395358,1.3510981908965158e-07,0.005684655303704385,4.820977433841198e-06,7.677990689563249e-07
Portfolio 184,"[0.9192376455400348, 3.195577685050843e-05, 0.20726462341096508, 8.237784152452074e-06, 4.1593973601217475e-06]",0.14462672996857406,0.07124352506526344,0.9192376455400348,3.195577685050843e-05,0.20726462341096508,8.237784152452074e-06,4.1593973601217475e-06
Portfolio 185,"[0.9033048232298457, 1.944753274505106e-06, 0.09803578987122354, 1.4547143361760243e-05, 5.337900061302006e-06]",0.14452511829777037,0.07115183651142103,0.9033048232298457,1.944753274505106e-06,0.09803578987122354,1.4547143361760243e-05,5.337900061302006e-06
Portfolio 186,"[0.794882193645486, 7.420654652852713e-06, 0.7591884894890406, 1.584460041744607e-05, 5.968396411482893e-06]",0.14481447904277564,0.07140387457561831,0.794882193645486,7.420654652852713e-06,0.7591884894890406,1.584460041744607e-05,5.968396411482893e-06
Portfolio 187,"[0.8588233672401153, 0.0001928793949027163, 0.09704055456928568, 4.10185676597562e-05, 3.1806037909337334e-07]",0.14453013794111585,0.07115619679749072,0.8588233672401153,0.0001928793949027163,0.09704055456928568,4.10185676597562e-05,3.1806037909337334e-07
Portfolio 188,"[0.6137323153979343, 3.9162704800254456e-05, 0.3868313251124304, 2.5746040084404546e-06, 3.219697190895031e-07]",0.14478149971499,0.07137863787333486,0.6137323153979343,3.9162704800254456e-05,0.3868313251124304,2.5746040084404546e-06,3.219697190895031e-07
Portfolio 189,"[0.9965314085014045, 7.609811456112542e-07, 0.03461649038816553, 1.470476101918746e-05, 2.173627098935732e-06]",0.1444352765144482,0.07106993652615616,0.9965314085014045,7.609811456112542e-07,0.03461649038816553,1.470476101918746e-05,2.173627098935732e-06
Portfolio 190,"[0.8643676971707864, 1.853563804916017e-07, 0.04658666773105724, 6.0860132079426975e-05, 4.4445074139681265e-06]",0.1444610690306497,0.07109345920631706,0.8643676971707864,1.853563804916017e-07,0.04658666773105724,6.0860132079426975e-05,4.4445074139681265e-06
Portfolio 191,"[0.7876685990398852, 7.815635172833194e-05, 0.07405646951173928, 4.1168917202376e-08, 0.00020067564005430864]",0.14450973407684323,0.07113758453580445,0.7876685990398852,7.815635172833194e-05,0.07405646951173928,4.1168917202376e-08,0.00020067564005430864
Portfolio 192,"[0.8608489452575236, 2.6711642342913465e-07, 0.1635784993331956, 1.7445114098255102e-05, 0.0001583556711145215]",0.14460035630159962,0.07121972332998582,0.8608489452575236,2.6711642342913465e-07,0.1635784993331956,1.7445114098255102e-05,0.0001583556711145215
Portfolio 193,"[0.9269016300550165, 1.1258984944309882e-05, 0.1506304145206644, 1.3223674982668017e-06, 3.2115077282676105e-06]",0.1445772065013393,0.07119900582393403,0.9269016300550165,1.1258984944309882e-05,0.1506304145206644,1.3223674982668017e-06,3.2115077282676105e-06
Portfolio 194,"[0.9287183565624185, 1.0998997691896436e-06, 0.2433699451492859, 3.868343531771728e-06, 1.1937442448928397e-07]",0.14465085713724588,0.07126511981897544,0.9287183565624185,1.0998997691896436e-06,0.2433699451492859,3.868343531771728e-06,1.1937442448928397e-07
Portfolio 195,"[0.8626529487647674, 2.6005175519593874e-06, 0.04492914482324939, 0.0002126274448071082, 4.387020001507303e-06]",0.14445895593018218,0.07109136506746963,0.8626529487647674,2.6005175519593874e-06,0.04492914482324939,0.0002126274448071082,4.387020001507303e-06
Portfolio 196,"[0.9374106294706009, 1.1060541387415572e-06, 0.290814615863372, 8.853694318570179e-06, 2.963646873677357e-05]",0.1446784510611883,0.07128961690879082,0.9374106294706009,1.1060541387415572e-06,0.290814615863372,8.853694318570179e-06,2.963646873677357e-05
Portfolio 197,"[0.9094540989737054, 3.019001870489864e-06, 0.05784071750843371, 3.092488747997607e-05, 7.063757193530849e-06]",0.14447336931104013,0.071104714757034,0.9094540989737054,3.019001870489864e-06,0.05784071750843371,3.092488747997607e-05,7.063757193530849e-06
Portfolio 198,"[0.6605287093043576, 3.5127857082928586e-05, 0.23147399834627452, 3.932756446249666e-06, 0.00013675455340689046]",0.144698417861276,0.07130709944330291,0.6605287093043576,3.5127857082928586e-05,0.23147399834627452,3.932756446249666e-06,0.00013675455340689046
Portfolio 199,"[0.5891104191347425, 3.6923990935857288e-06, 0.3754027240974297, 2.6614623812698627e-06, 4.240054670921717e-06]",0.14478268400432692,0.07137963566982268,0.5891104191347425,3.6923990935857288e-06,0.3754027240974297,2.6614623812698627e-06,4.240054670921717e-06
Portfolio 200,"[0.8480761361158168, 2.1187790614694253e-05, 0.25833666646551046, 1.1453339827996635e-05, 7.12029035311649e-06]",0.14467547158526434,0.07128697482444543,0.8480761361158168,2.1187790614694253e-05,0.25833666646551046,1.1453339827996635e-05,7.12029035311649e-06
